Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Spain,ESP,GDP (current US$),NY.GDP.MKTP.CD,12072126075.4,13834300571.5,16138545209.2,19074913947.7,21343844643.7,24756958694.9,28721062242.2,31647119228.2,31475548481.4,36038711599.5,40881655098.6,46492797365.3,58971806627.0,78425934894.3,97009800115.4,114465300289.9,118185307386.2,132089531434.8,160163483072.9,214019077342.6,232134606637.3,202257045774.0,195464408602.2,170486866357.3,171635463361.6,180302412230.9,250638463466.8,317882187036.8,375138723325.2,413630538018.3,535101248775.7,575598537069.7,629202392003.9,523649481762.3,529121577319.6,612939685081.4,640998292394.6,588692045454.5,617041986858.2,633194118900.5,595402616546.9,625975838926.2,705145868624.1,906853273137.7,1069555500372.5,1157276458152.0,1264551499184.5,1479341637010.7,1635015380108.4,1499099749930.5,1431616749640.3,1488067258325.2,1336018949805.6,1361854206549.4,1376910811040.9,1197789902774.4,1237255019653.9,1311320015516.0
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,4373665145.6,4746109767.2,5066240419.3,5617109244.6,5726897998.3,5685774808.8,6245069734.1,7322069511.2,9833870709.1,12059201242.2,14006088297.5,16963625015.7,22237061730.1,24194039255.9,19652492636.8,19490936349.2,23170239900.8,23043864510.1,25137153149.4,26224622450.8,22566956982.2,23337907618.5,25921079612.3
Ethiopia,ETH,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,7324903188.4,7707678019.3,8567890821.3,8096302367.1,9480840483.1,9848600869.6,10527338647.3,10908935748.8,11476584879.2,12175166763.3,13463868357.5,10492993077.6,8830712713.9,6927950564.6,7663984567.9,8547939730.6,8589211390.5,7818224905.6,7700833482.0,8242392103.7,8231326016.5,7850809498.2,8623691300.0,10131187261.4,12401139454.0,15280861834.6,19707616772.8,27066912635.2,32437389116.0,29933790334.3,31952763089.3,43310721414.1,47648211133.2,55612228233.5,64464547915.3,73000980433.9,80561496133.9
European Union,EUU,GDP (current US$),NY.GDP.MKTP.CD,359029375700.7,390887213480.7,427014890429.9,470414635948.3,521327946897.8,567732375288.1,615437686396.1,661332223545.8,687385494341.5,754985079762.6,854806976544.4,966895024360.5,1157617173701.9,1469889521861.9,1652067527869.7,1925962407817.4,1994811570691.4,2259061132562.3,2768458431504.2,3381002006987.5,3859034986976.4,3414523775281.0,3286230902571.0,3185259544962.5,3058273854700.9,3160727474312.6,4333946473357.0,5362160463593.0,5981271674727.5,6107077077922.0,7573007883963.2,7859432403021.2,8563868132607.1,7808204288725.2,8291509307136.5,9617626658380.6,9832779726332.6,9281691729773.4,9597916593883.4,9583222954183.9,8906259675838.6,9004047000477.6,9816570308921.4,11949502573497.4,13798204365627.7,14433470312804.2,15398749328298.7,17793784213095.4,19137013228474.8,17102490228101.1,16987391593239.7,18350556736022.0,17292774157162.6,18029679886231.6,18635535561984.7,16416670356766.4,16491855791194.9,17277697660475.0
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,961836646936.1,986741893888.6,990068716945.2,979228646691.8,1001216892553.9,214519153482.5,196815513031.6,191486948971.5,217583936377.3,251771040833.8,306264358672.0,362640093033.1,445864045382.2,576894965021.3,538769386851.8,641083498163.6,705132989291.7,812460412982.9,844211308437.0,854436872033.3,758948867366.7,724091067411.0,830726810714.6
Finland,FIN,GDP (current US$),NY.GDP.MKTP.CD,5224102195.5,5921659485.0,6340580854.4,6885920328.7,7766655085.8,8589340019.0,9208524504.9,9368954010.3,8823033880.3,10070766720.5,11365953567.4,12536710287.0,14754136507.0,19486826979.9,24867278714.4,29494515597.2,31873171718.7,33524682307.8,36283091407.9,44498283620.8,53685049410.3,52485533204.7,52832120389.8,51014090520.9,52926394934.7,55914236377.6,73586676049.7,91642093872.6,109103056147.8,119064708327.6,141517648888.2,127866490222.0,112625431377.8,89255751014.9,103321570859.4,134199346405.2,132099404607.8,126833123353.6,133936359590.6,135225868314.5,125539893127.0,129250111856.8,139552983248.6,171071106094.8,196768065557.5,204436015421.0,216552502822.7,255384615384.6,283742493042.3,251499027507.6,247799815768.5,273674236772.8,256706466091.1,269980111642.9,272609288689.6,232464833065.6,238677672281.6,251884887972.8
Fiji,FJI,GDP (current US$),NY.GDP.MKTP.CD,112328422.1,116987784.9,122906435.0,129454728.6,140032741.5,147084750.0,150603925.5,162625885.9,166952937.1,182182067.7,219878482.2,247749327.7,316650509.0,425963359.4,558589870.9,684268280.8,694552411.7,719533137.1,829239489.8,1019743927.2,1202567359.4,1235899836.2,1194015444.0,1123107276.3,1177997413.6,1141210124.8,1290228616.8,1177908192.0,1109976927.9,1182686577.2,1337024782.2,1383843860.1,1531803060.5,1635426125.3,1825285158.1,1970347721.0,2129266728.4,2093994597.2,1656784779.5,1942170999.2,1684109743.5,1660102345.6,1842691481.1,2315935752.7,2727507212.9,3006725014.8,3102741451.0,3405050611.7,3523185919.6,2870624635.7,3140508835.9,3774530615.7,3972012570.5,4190143206.3,4483416339.9,4362128146.5,4671313314.6,5061202767.4
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62651474946.6,68346741504.4,76313782251.7,85551113767.4,94906593388.3,102160571409.3,110597467198.6,119466139619.6,129847107787.9,140725497222.3,148456359985.8,165966615366.4,203494148244.5,264429876252.2,285552373158.8,360832186018.1,372319038514.1,410279486493.7,506707848837.2,613953129818.1,701288419745.4,615552202776.1,584877732308.6,559869179791.7,530683779929.4,553138414367.1,771470783218.1,934173305685.9,1018847043277.2,1025211803413.5,1269179616913.6,1269276828275.8,1401465923172.2,1322815612694.0,1393982750472.6,1601094756209.8,1605675086549.6,1452884917959.1,1503108739159.4,1492647560196.0,1362248940482.8,1376465324384.8,1494286655373.6,1840480812641.1,2115742488204.6,2196126103718.4,2318593651988.5,2657213249384.1,2918382891460.4,2690222283967.8,2642609548930.4,2861408170264.6,2683825225092.6,2811077725703.6,2852165760630.3,2438207896251.8,2465134297438.9,2582501307216.4
Faroe Islands,FRO,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,961836646936.1,986741893888.6,990068716945.2,1105688873.0,1125684470.1,1062339943.8,1154899793.3,1268445919.4,1486861879.0,1683997930.3,1730894295.4,1970135198.8,2278229880.4,2413251995.8,2257083698.6,2301168186.9,2468754074.5,2356495468.3,2613464380.5,2810547884.2,2476746087.2,2586241268470.9,2847927559896.7
"Micronesia, Fed. Sts.",FSM,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,106500000.0,462498950565.7,480732757497.7,112210000.0,116700000.0,124700000.0,135200000.0,147200000.0,166200000.0,178100000.0,198400000.0,202500000.0,222103600.0,218845700.0,206900300.0,219646200.0,220660500.0,233226300.0,240051900.0,241543400.0,245277400.0,240097000.0,250149400.0,253372300.0,256548100.0,262868600.0,279966700.0,296525300.0,310502100.0,326128700.0,316040600.0,317999400.0,315179700.0,329895600.0,336427532.9
Gabon,GAB,GDP (current US$),NY.GDP.MKTP.CD,141468977.6,167637907.4,182796536.5,154480244.2,215679855.3,226474285.6,245849781.7,271543680.3,294468564.5,318124701.0,323802475.5,381687073.1,430508357.7,722780701.1,1544216004.0,2157592936.6,3009409970.9,2809349074.2,2389479269.2,3030251116.4,4279637933.9,3862269126.9,3618007844.4,3391275731.3,3561451562.2,3339914759.4,3403638193.6,3281797038.7,3834503378.4,4186411457.5,5952293765.8,5402919956.9,5592390848.5,4378645081.0,4190819314.0,4958845906.3,5694040336.8,5326816859.0,4483417119.8,4662992036.2,5067865320.8,5018874179.2,5310381151.4,6497305662.1,7756293575.0,9578973591.0,10318424464.3,12438956756.4,15508574820.4,12065138272.8,14358631634.4,18186515200.0,17171468468.6,17590680916.5,18179666879.0,14377389785.6,14014278017.5,14622880885.7
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,72328047042.2,76694360635.9,80601939635.2,85443766670.4,93387598813.9,100595782309.2,107090721447.1,111185383409.5,104702736248.1,112676874822.0,130671946244.3,148113896325.1,169965034965.0,192537971582.6,206131369799.0,241756637168.1,232614555256.1,263066457352.2,335883029722.0,438994070309.2,564947710899.4,540765675241.2,515048916841.4,489618008185.5,461487097632.3,489285164271.0,601452653180.9,745162608269.3,910122732123.8,926884816753.9,1093169389204.6,1142797178130.5,1179659529659.5,1061388722255.6,1140489745944.3,1335218557677.1,1408781591263.6,1552483628028.8,1638511096389.5,1665623685487.8,1647951278559.5,1621510004318.4,1768408273381.3,2038395102040.8,2398555474185.3,2520701818181.8,2692612695492.2,3074359743897.6,2890564338235.3,2382825985356.0,2441173394729.6,2619700404733.4,2662085168498.9,2739818680930.2,3022827781881.4,2885570309160.9,2650850178102.1,2622433959604.2
Georgia,GEO,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,7753540783.6,822148746505.7,857182476536.1,2688016393.4,2514070771.8,2693768412.9,3095027922.2,3510540809.2,3613543459.5,2800047369.7,3057453529.0,3219487747.2,3395739855.2,3991281539.8,5125363000.8,6410852595.6,7745406200.9,10172869679.7,12795044472.8,10766809099.1,11638536834.4,14434619982.2,15846474595.8,16140047012.1,16509305827.7,13993546732.5,14378016732.2,15159281211.4
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217230038.3,1302674264.2,1382515590.1,1540797516.8,1731296118.9,2053462872.4,2126300573.2,1747187539.2,1666910166.3,1962051319.3,2215029450.4,2417107708.3,2112292944.6,2465492957.7,2894409937.9,2810106383.0,2765254237.3,3189428571.4,3662478185.0,4020227920.2,4445228215.8,4222441615.0,4035994397.8,4057275042.8,4412279843.4,4504342149.4,5727602644.7,5074829932.0,5197840979.1,5251764264.3,5889174825.5,6596546195.7,6413901601.8,5966255778.1,5444560669.5,6465137614.7,6934984709.5,6891308593.8,7480968858.1,7719354838.7,4983024408.1,5314909953.9,6166330136.3,7632406552.8,8881368538.1,10731634116.7,20409668521.5,24758819717.7,28526891010.5,25977847813.7,32174772956.0,39566292432.9,41939728978.7,47805069494.9,39086625008.6,37338430643.4,42803583022.1,47330016342.6
Gibraltar,GIB,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,961836646936.1,986741893888.6,990068716945.2,979228646691.8,1001216892553.9,1008912870379.6,1006550390728.4,1031586658286.0,1165363955606.7,1318388360278.2,1443082475474.0,1576634969812.4,1806555776843.5,2029381425490.3,1924594200013.5,2140466010595.9,2394367327091.9,2489832751543.2,2568666360218.0,2654314241134.0,2505671123614.0,2586241268470.9,2847927559896.7
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,1922600899.4,2041538057.0,2384295763.7,2432029380.4,2666616176.9,3014890569.0,3284625277.2,3279063317.6,3383218922.8,3693753379.1,3869032270.9,3783788551.1,3588376057.0,3461282293.6,2995360969.2,2833442750.4,2949637039.0,3446442218.9,3666349049.4,2937071767.3,4375865936.5,5836261225.2,7009809997.5,6493151288.2,6992497898.6,6511123904.0,7504778989.5,8263033524.6,8765037367.2,8857790361.8,9275886921.7,10491474929.7
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,44212353.7,46695363.2,41160658.6,45168722.7,52296836.7,55728609.0,59161545.0,75187969.9,95797533.5,115182522.1,112189468.5,138094243.3,171836793.4,207114382.5,241080708.9,218764445.8,216051496.0,213446562.6,177338801.9,225724851.7,185646209.4,220626484.2,266673126.2,284119692.5,317083373.5,690314321.4,714255460.5,755042548.1,746491692.6,785996982.5,848237108.6,803630742.5,840285264.6,814723460.1,782915402.4,687408804.6,578236035.1,487038821.6,578785951.4,624173239.9,655070067.7,798885556.5,965781078.2,900639534.0,951806368.7,898290989.9,910026155.7,898947649.5,833249466.8,907655651.5,962797146.5,1014621519.9
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,78733594.8,78540057.1,87702828.6,89374237.3,98775328.9,108985740.2,112386489.0,114971207.2,122666858.8,118537875.1,110653830.7,154731969.7,165523634.5,163577538.3,138478900.6,143856253.1,130225018.8,173836362.0,164458120.3,213143016.4,243961995.5,257150374.1,226313443.7,236880821.7,235620043.5,253966922.3,270419779.4,268550998.2,206457544.5,224446663.8,370173838.7,392278168.2,415843482.0,476388260.6,531109356.2,586795675.4,591839470.7,695990208.4,864654795.3,826798659.8,850633309.8,1099385895.1,989875559.1,1045790132.9,1053512334.3,1047808175.0,1178204501.4,1346933490.2
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,9122751.5,10840095.1,12712471.4,64748333.3,69110000.0,72317446.9,67514285.7,67225714.3,66331428.6,64946954.8,65429198.2,81203226.9,94159862.7,104295643.4,103653049.9,103987520.1,363991767440.1,423984298569.3,50642880.8,36731422.8,44294647.7,44442456.9,50320914.4,62118564.8,76407396.8,93345847.7,100534663.3,88265974.6,112119406.5,110906032.1,134707184.4,136047896.2,100807001.8,141853368.3,232463036.4,442337849.5,370687618.7,621117885.7,1045998496.4,1461139022.0,1806742742.3,2484745935.1,4410764338.7,8217369092.7,10086528698.9,13071718758.7,19749893536.3,15027795173.2,16298542028.0,21329395900.9,22389627294.4,21942597765.4,21736500713.0,13180194732.9,11259559879.1,12486753871.3
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4446528164.7,5016048786.2,5327573509.1,5949478034.9,6680298250.6,7600579093.1,8455611129.3,9136711287.8,9915140546.4,11266091570.6,13139862500.0,14591755681.8,16885506818.2,22347844649.0,25351305681.8,28525872476.1,31152840485.1,36176233117.5,44270203154.0,54481875805.0,56829663469.2,52346507380.1,54617991326.5,49428872678.0,48020024788.4,47820850974.6,56379593719.6,65652751132.4,76261278405.0,79169043642.5,97891090928.6,105143232379.9,116224673042.5,108809058858.5,116601802106.7,136878366230.3,145861612825.6,143157600025.0,144428172835.2,142540728958.0,130133845771.1,136191353467.6,153830947016.8,201924270316.0,240521260988.3,247783001865.4,273317737046.8,318497936901.2,354460802548.7,330000252153.4,299361576558.2,287797822093.2,245670666639.0,239862011450.1,237029579260.7,195541761243.1,192690813126.9,200288277129.0
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,71494481.5,88322370.4,102244370.4,110900444.4,115651925.9,125435592.6,131803555.6,145533296.3,167728444.4,187589518.5,215009555.6,236357518.5,267327629.6,278098777.8,300757888.9,310160444.4,309812185.2,325111814.8,342172518.5,366911444.4,392190592.6,445903592.6,482009370.4,520044370.4,520444185.2,540336925.9,591018407.4,599118592.6,695370296.3,698700666.7,758683592.6,825977888.9,771278111.1,771015888.9,778648666.7,799882148.1,842620111.1,911481481.5,997007925.9,1056188592.6,1118816679.4
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,69520026.7,88570952.9,106101175.7,140153748.2,169918948.6,211194305.7,240780413.6,282269373.0,355989047.3,420642463.4,476055288.4,435746974.8,402405069.4,416183706.9,379371608.4,412876071.1,603015696.5,787392365.8,898611007.9,929796722.4,1018970364.9,1016493394.8,1037921836.9,927219728.9,1005879948.4,1208946165.9,1197509786.7,1072147778.0,1149862703.0,1131561595.1,1068030829.8,1086172922.6,1169138789.3,1558768614.2,1825157316.7,1849805733.0,2013099482.1,2249811708.9,2499107510.6,2529948329.6,2503156060.5,2684467375.7,2609667673.7,2669515517.3,2837737193.8,2520206899.6,2705891617.0,2847927559896.7
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900.0,1076699900.0,1143600000.0,1262800000.0,1299099900.0,1331399900.0,1390700000.0,1453500000.0,1610500000.0,1715399900.0,1904000000.0,1984800000.0,2101300000.0,2569200100.0,3161499900.0,3645900000.0,4365300200.0,5480500200.0,6070600200.0,6902600200.0,7878700000.0,8607500300.0,8716999700.0,9050000400.0,9470000100.0,9721652087.0,7231963516.0,7084399840.0,7841602824.4,8410724360.8,7650125217.4,9406097735.1,10440842165.3,11399942453.1,12983235568.2,14655404433.3,15674835615.3,17790026221.6,19395491993.0,18318412251.4,19288827158.9,18702802394.8,20776669466.6,21917706490.5,23965275995.7,27211377225.3,30231249362.1,34113107085.6,39136893345.2,37733994976.4,41338595380.8,47654841112.9,50388454861.1,53851058955.3,58722323918.2,63767597193.9,68663653469.1,75620095537.5
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,961836646936.1,986741893888.6,990068716945.2,979228646691.8,1001216892553.9,1008912870379.6,1006550390728.4,3385000000.0,3560000000.0,3857000000.0,4197000000.0,4213000000.0,4375000000.0,4621000000.0,4781000000.0,4895000000.0,4928000000.0,5199000000.0,5337000000.0,5531000000.0,5697000000.0,5793000000.0,2847927559896.7
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170215248.2,185848451.3,194948375.4,175756868.7,194773376.9,213235294.1,228705882.4,250176470.6,229750000.0,249300000.0,267800000.0,282050000.0,285380952.4,307047619.0,433954545.5,494791666.7,454440000.0,449880000.0,507080000.0,530440000.0,603200000.0,570357107.1,482000000.0,489333333.3,437631605.3,453488372.1,504651139.5,354591846.9,413799990.0,379779389.7,396582263.3,336708419.5,368281378.9,442273433.2,540874934.2,621626785.9,705406001.4,749138009.6,717530683.2,694754988.3,712667896.7,696281471.7,722460886.4,741929342.8,785918769.6,824880550.3,1458449453.3,1740334781.8,1922598121.2,2061323853.9,2273225042.0,2576024115.6,2861562265.9,2990006533.8,3077086275.9,3166029055.7,3504024213.1,3675631961.3
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1069453764348.0,1131766101217.9,1222345671585.3,1316004768911.5,1437018295565.0,1560201455774.1,1711166477593.4,1835262715324.5,1988526386210.8,2182739159391.6,2401057059875.4,2666343288396.5,3101607506027.2,3765711018180.9,4257867802588.7,4725729485063.2,5147582875572.4,5827487104161.9,6972637609599.5,8062425071460.0,9004628121906.3,9141988132083.4,9061270595499.4,9376500941154.4,9750516408984.7,10248395381452.1,12445884422343.7,14408103924689.9,16225033094058.9,16920818139958.3,19068926853064.1,20216608159124.8,21777707786574.4,21960103799484.6,23549992876608.4,26119340090182.8,26365813031499.0,25961033785369.1,26055497211865.5,27338899547832.1,27899011818380.6,27617210372380.5,28605786313951.1,32091742949508.6,35745670208082.2,37828895208554.4,39949591651052.2,43701697595251.5,46482186891482.4,43561026668309.1,45719279000402.4,49412039871292.4,49467213807435.3,50012560794420.7,51048743606968.9,48322414816705.7,49281856158945.9,51475414395949.6
"Hong Kong SAR, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796651.7,1383681651.1,1612346412.3,1935298266.5,2206466461.3,2435078534.0,2489845016.6,2692474989.1,2716964388.4,3189740055.1,3800766535.6,4476001946.0,5710107420.1,8030117555.6,9388663645.8,10048022369.9,12876366008.8,15719433719.4,18315007366.0,22526035940.6,28861759209.0,31055409443.0,32291306281.8,29907091339.5,33511383985.7,35699543050.8,41075570591.9,50622571586.1,59707404560.6,68790369107.3,76928290841.9,88959620135.9,104272278634.7,120353947980.8,135812069768.6,144652912433.1,159717233621.7,177352785420.0,168886163221.6,165768095391.6,171668164082.6,169403241524.3,166349228737.4,161384522525.3,169099768875.2,181570082162.2,193536265094.4,211597405593.9,219279678430.2,214046415026.2,228637697575.0,248513617677.3,262629441493.5,275696879835.0,291459356985.3,309383627028.6,320881182123.9,341449340450.6
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000.0,356200000.0,387750000.0,410200000.0,457000000.0,508650000.0,549950000.0,598100000.0,646800000.0,668000050.0,723000000.0,731000000.0,802999950.0,912499950.0,1034500000.0,1124000000.0,1347999950.0,1669499950.0,1929499950.0,2251499950.0,2566000050.0,2819500000.0,2903500050.0,3076999950.0,3319000000.0,3639499950.0,3808500050.0,4152499950.0,3970386266.1,3563448310.3,3048881323.0,3068444711.9,3419487440.7,3481990761.3,3432356578.8,3911053180.4,4034037162.2,4663193916.3,5202215657.3,5372543554.0,7103507989.1,7565869927.7,7775078402.9,8140271080.6,8772194250.3,9672035709.4,10841742347.8,12275501784.3,13789715132.5,14587496229.2,15839344592.0,17710315006.0,18528601901.3,18499710127.8,19756494434.7,20979767785.2,21643936938.9,22978532896.8
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,14868500922.3,15753280996.5,16592539796.6,17840018853.8,19457134622.4,21606074446.7,23407992921.2,24293446406.4,24893477227.0,26907469220.3,28755651171.3,30559495542.2,32953438858.5,39099176005.6,48048004455.9,55403758235.9,60386600059.1,70079681831.8,78333384417.8,91830106981.0,97490628562.6,99514902367.0,97862677431.9,93988301956.6,97229483598.0,99442666427.5,115683692632.6,126209126639.6,127952885842.6,124218240711.7,126780487427.6,130999197728.3,119799743399.5,121510454425.9,111775306133.8,127078007560.6,132907940771.6,139643746196.0,143813449243.2,143743624000.2,155859131025.8,148157685592.5,160931530735.1,183271275526.5,211132332255.8,243510812402.7,292277278510.2,348312890048.8,421086650266.8,423617962057.3,468988446692.3,524010496967.1,564381508746.7,612898760943.1,650445161954.4,640013775850.3,652175948756.3,728774036366.6
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,22387561845.2,23678012697.4,23822087053.2,25432144406.2,23386945596.7,21774273832.1,23289671102.3,26878499206.0,34658113497.4,41574530815.5,45416358502.0,50453577898.5,60093222709.1,70481451449.4,62703143057.4,59829574390.7,62375044443.2,56565475274.8,58085856018.5,57629518805.9,49425513611.2,51338524831.0,54849180228.9
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,3473540601.8,2257121668.2,1878248741.0,2167564194.7,2813313278.8,2907514522.9,3338938830.0,3723909226.9,4153736347.4,3953846310.7,3596443004.6,3472191962.4,2960306120.9,3537720277.5,4310358095.6,4756204069.6,5885325590.0,6548530572.4,6584649419.3,6622541528.6,7516834160.3,7890216507.7,8452509315.9,8776350789.6,8724656126.5,7970649131.2,8408150518.0
