Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Lesotho,LSO,GDP (current US$),NY.GDP.MKTP.CD,34579308.4,35699286.0,41859162.8,47039059.2,51938961.2,54878902.4,56698866.0,59260814.8,61444771.1,65966680.7,68738625.2,76482102.9,80915831.9,121181556.2,150846210.4,149560513.9,147654093.8,193307267.7,266559337.6,290142517.8,431561376.5,434188034.2,348746822.6,386699308.9,333158476.2,268626912.5,318862888.4,402774852.7,470389179.7,495404888.1,596415104.5,704329192.8,831033941.1,835592802.3,878250450.6,1001889856.9,946123275.9,997996028.6,928458206.0,912771290.6,887295267.9,825706961.2,775780697.7,1157832934.6,1511236655.5,1682350934.9,1800105589.6,1820811281.1,1870722800.6,1865963015.0,2385950663.8,2788022889.1,2678494689.4,2526020566.4,2614576996.4,2505879959.5,2291319971.8,2639386291.4
Late-demographic dividend,LTE,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,1147669714262.9,1223813669687.2,1258200650616.7,1352220470516.1,1442757590702.7,1522902352636.0,1678576527884.2,1902240128349.4,2021895532340.0,2223166629547.8,2078584196634.8,2156455585063.6,2469344334062.4,3017040636237.7,3326386170877.6,3482538942028.1,3352769033727.7,3097783997384.2,3402804284638.3,3516602629308.3,3724547882604.6,4246980111207.8,5105469775390.6,6163853200909.8,7438923158716.5,9372771176853.2,11652985617227.7,11265079521162.7,13514622752505.8,16481153458684.7,17631925299754.1,19013144237507.7,19700001139782.1,18464411762339.5,18467589315232.1,20452879964143.3
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,7870782260.5,8385109020.3,10120274492.9,11240360897.7,10972878636.2,11539211480.4,12252498921.0,14278357283.7,18802576988.2,22649930576.3,26125575942.3,30216060233.4,39738180076.6,47850551148.8,37440673477.9,37120517693.9,43476873412.8,42848195256.2,46417340374.5,48516371720.8,41508609232.8,42773029835.3,47168303744.1
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447130.8,1234878980.5,1509155062.5,1572310771.8,1968733021.7,2701874663.6,3295861019.1,3233431611.3,3544268025.1,3922895892.0,4884869091.8,5711457760.0,6232005656.0,5231808670.1,4764549532.1,4683697830.4,4594891580.6,4738559684.8,6921264132.2,8614215559.2,9750161053.2,10391504709.3,13229247947.9,14321878795.0,16065740777.9,16486900186.6,18325791415.5,21588170498.1,21776609772.0,19731912494.4,20209122027.1,22235929043.3,21263514833.2,21272418791.9,23616328816.1,29557325056.4,34685281847.5,37347394602.7,42414308116.9,50888134410.1,55849686538.7,51370543206.4,53212476812.3,60004630234.4,56677961787.1,61739352212.3,66327344188.9,57784495265.4,58631324559.4,62404461274.7
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,5788368511.1,5970044665.6,6525676264.2,7174985106.6,7533187605.1,7937758980.3,8350252966.2,9546441564.3,11748433157.1,14373269155.7,16922504044.8,21447021570.1,30901399261.4,35596016664.2,26169854045.0,23757368290.1,28223552824.8,28119996053.3,30254677296.9,31335013751.5,26972863393.6,27571513793.4,30264454641.8
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,1130457130.0,1121486562.5,1292281653.7,1348827324.1,1517496131.4,1941246972.5,2269233639.3,2683254708.2,3220920084.8,3735117374.4,4879018601.9,5625533410.3,6265844252.1,6996034037.0,7122539666.6,7211264780.0,6742367273.3,6490571703.9,6720492405.8,6811227982.8,7322677820.1,8195033162.1,10585624890.9,12092222041.9,14789661809.2,18340447243.0,20917444919.6,21475520709.4,28123640998.7,36709860068.3,43031577366.4,51552075901.5,55347998647.8,45361678146.5,45310877912.7,50361201096.4
St. Martin (French part),MAF,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,961836646936.1,986741893888.6,990068716945.2,979228646691.8,1001216892553.9,1008912870379.6,1006550390728.4,1031586658286.0,1165363955606.7,1318388360278.2,1443082475474.0,1576634969812.4,1806555776843.5,2029381425490.3,1924594200013.5,2140466010595.9,2394367327091.9,2489832751543.2,2568666360218.0,2654314241134.0,2505671123614.0,2586241268470.9,2847927559896.7
Morocco,MAR,GDP (current US$),NY.GDP.MKTP.CD,2037150716.3,2025689536.6,2379606422.3,2657247327.3,2798339768.8,2948325264.3,2876395613.1,3046339294.5,3271415868.0,3651615453.0,3956328426.0,4356633663.4,5074117544.8,6242177798.3,7675408485.5,8984824182.6,9584323309.1,11049896742.4,13236854105.2,15912133569.3,21728770055.4,17788171722.4,17692341358.1,16251460689.3,14824728528.5,14991283215.7,19462175321.8,21765261041.7,25705296183.5,26314220188.0,30180108561.9,32285388165.3,33711069430.8,31655473663.8,35604137422.6,39030285468.4,43161452678.4,39147844526.1,41806219378.6,41632027599.9,38857251336.3,39459581217.4,42236836820.6,52064058834.0,59626020162.4,62343022650.9,68640825480.9,79041294874.5,92507257783.6,92897320375.8,93216746661.6,101370474295.1,98266306615.4,106825649872.1,109881398475.0,100593283696.7,103606321692.6,109139484007.4
Monaco,MCO,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,293073868.0,327651488.0,402460333.2,523552815.1,563939670.7,711922994.2,735339911.9,811250927.4,1000535735.4,1209898293.5,1378130995.7,1205166025.5,1143229071.8,1092551781.0,1037314956.3,1082851076.5,1515209588.2,1839095595.3,2000674667.1,2010116851.2,2481316053.9,2480497547.8,2737066955.9,2574439973.2,2720297738.9,3130270918.8,3137848783.1,2840182191.8,2934578788.9,2906009307.7,2647883820.2,2671401082.8,2905973022.2,3588988600.7,4110348444.5,4280072626.0,4663488363.1,5974371696.0,6919241412.1,5557245122.3,5350674803.3,6074884388.6,2489832751543.2,2568666360218.0,2654314241134.0,2505671123614.0,2586241268470.9,2847927559896.7
Moldova,MDA,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,1752975841.4,1695130456.5,1930071406.9,1639497206.7,1170785047.8,1288429150.5,1480656884.4,1661818168.4,1980901553.5,2598231467.4,2988338439.3,3408272498.1,4401154128.1,6054806100.8,5439422031.4,5811604052.0,7015206498.2,7284686576.3,7985349731.5,7983271110.6,6512899540.3,6795741776.2,8128493432.1
Madagascar,MDG,GDP (current US$),NY.GDP.MKTP.CD,673081724.1,699161943.9,739286906.9,759345863.0,802482182.9,833563472.2,900264583.7,956436931.1,1031669636.4,1056391054.5,1111859569.8,1199507630.0,1341590681.6,1653062347.4,1917508190.0,2283049233.3,2181844193.9,2358930406.4,2669755115.5,3463565881.4,4042139901.4,3594868208.4,3526198070.1,3511573991.9,2939485471.5,2857889712.5,3258288890.6,2565634382.3,2442507588.4,2498059014.8,3081479800.3,2653141958.5,3024459564.3,3370842210.9,2977040722.5,3159901232.0,3995028592.8,3545776697.1,3738704467.5,3717515282.5,3877673539.1,4529575347.6,4397254607.6,5474030080.2,4363934494.4,5039293030.8,5515884348.5,7342923489.1,9413002921.0,8550363974.8,8729936135.7,9892702357.6,9919780071.3,10601690871.8,10673516672.7,9744243531.2,10001193315.2,11499803806.6
Maldives,MDV,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,42463576.2,44781457.0,47935843.8,57829787.2,109503546.1,127154929.6,141902097.9,141268980.5,168610478.4,189535398.2,215089005.2,244468292.7,284853358.6,322326642.3,355884383.1,398988955.0,450382328.0,508223602.4,540096397.6,589239753.6,624337145.3,870179738.6,897031250.0,1052121054.7,1226829562.5,1163362437.5,1575200390.6,1868383460.9,2271646187.5,2345294875.0,2588176054.7,2774351760.0,2886170571.7,3295011381.8,3697351596.8,4006531188.4,4222767412.7,4597083303.5
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,32865411272.4,36682731751.9,40641700672.6,48235984303.5,58361126693.8,79071366638.7,147996729032.3,163911607677.9,207135778673.2,240475882338.0,256671443378.2,335859205925.0,436598423861.6,450768897650.2,446964103218.7,451653346823.5,459682062765.2,468267242785.0,474095313213.7,432283838865.9,421662293098.3,435595511589.7,575766073560.8,567502329517.7,615381267624.0,619760541456.3,637962701821.6,708751921751.8,802386209546.3,832734025493.7,809445659306.9,866936558879.3,967021642510.5,970615931120.0,966820093048.2,1089098416129.6,1271214902549.4,1530143773484.5,1790939429141.5,2123322295847.0,2647704729411.9,2368231329944.3,2767867931548.2,3282148441526.9,3575071654292.9,3552428411214.7,3566763468131.3,3141396548651.3,3142484003145.1,3265746599469.3
Mexico,MEX,GDP (current US$),NY.GDP.MKTP.CD,13040000000.0,14160000000.0,15200000000.0,16960000000.0,20080000000.0,21840000000.0,24320000000.0,26560000000.0,29360000000.0,32480000000.0,35520000000.0,39200000000.0,45200000000.0,55280000000.0,72000000000.0,88000000000.0,89025974026.0,81814159292.0,102500000000.0,134561403508.8,194347826087.0,250081632653.1,173723404255.3,148867610324.7,175631704410.0,184472557415.3,129440993788.8,140263387026.6,183144164357.0,222977046516.4,262709948090.7,314454015372.4,363609163462.5,500736065605.3,527813238126.3,360073909243.9,410975595310.2,500413483109.2,526502129378.3,600232874042.9,707906744574.6,756706300589.8,772106378935.4,729336319677.4,782240601984.8,877476221382.1,975387131716.1,1052696282278.9,1109989038338.9,900045362045.4,1057801282051.3,1180489563964.5,1201090018603.6,1274443078609.5,1314385330073.4,1169622672463.3,1076912039691.2,1149918794765.7
Marshall Islands,MHL,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,31020000.0,34918000.0,41749000.0,45144000.0,43879000.0,55989000.0,62983000.0,70688000.0,72798000.0,78476000.0,82507000.0,91063000.0,99461000.0,108071000.0,120230000.0,110858000.0,106289100.0,108702100.0,107978900.0,110937700.0,115152100.0,124735100.0,126887600.0,131334600.0,137928600.0,143930000.0,150776500.0,152788700.0,152617500.0,164969100.0,173260300.0,185210500.0,190800800.0,183121300.0,179697900.0,194497900.0,199399247.1
Middle income,MIC,GDP (current US$),NY.GDP.MKTP.CD,287119002860.2,274987348758.1,280584890833.1,308878882516.3,348370170215.2,385418024069.6,392740178228.8,407615899686.3,428121053258.8,476419825183.2,525124024773.8,562023029530.9,626962958885.7,776634522319.1,982098029344.7,1111572513532.6,1188640490459.1,1332894717438.0,1432890682698.5,1730883367189.2,2068483187364.7,2219817132688.7,2166156719281.6,2231435718797.0,2281420372749.3,2408423160237.8,2498487435240.2,2576506170085.6,2786603533272.9,3035320164449.7,3365213474356.8,3564212270712.9,3501758500233.8,3753956176033.4,4102504410652.3,4615648717450.2,5049339257895.3,5344912340728.4,5163905648631.5,5041416344024.4,5523599855009.8,5608977649651.3,5888556745096.4,6627206396728.0,7856125990863.0,9368795237403.5,11150295461142.2,13845130470116.2,16610742666335.7,16227554245823.2,19853890540908.7,23450375132205.3,25031518436630.7,26533427022753.1,27544454671393.8,26005806125663.4,26157827164876.7,28682698960994.9
"Macedonia, FYR",MKD,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,4471828621.9,4694744898.0,2316618542.5,2550195043.1,3381270207.9,4449375346.5,4422160017.5,3735312142.6,3571043102.6,3673288263.6,3772851420.2,3709637829.9,4018365247.4,4946292774.8,5682719260.1,6258600713.8,6861222332.0,8336478142.1,9909548410.8,9401731495.7,9407168702.4,10494632699.4,9745251126.0,10817712138.9,11362272837.9,10051659161.2,10745787406.4,11337827331.7
Mali,MLI,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,275494520.1,343771964.7,339913833.1,359772363.3,430096738.4,486617332.4,563683660.3,538747268.3,830710615.2,939227993.7,1049838492.6,1222702356.1,1595423285.6,1759690811.6,1538972158.2,1333754034.2,1297765448.5,1232932008.1,1392195933.3,1852163474.5,2090629722.6,2169040741.6,2181821902.4,2681912030.5,2724131545.2,2830673388.8,2818280876.1,2081846482.7,2706425298.4,2780422212.3,2697105694.1,2920358586.8,3439463140.4,2954129565.8,3465305993.5,3889758023.7,4703504466.5,5444474268.4,6245031690.1,6899799785.8,8145694631.9,9750822511.5,10181021770.4,10678749467.5,12978107560.6,12442747897.2,13246412031.4,14388360064.1,13100058099.8,14034980333.7,15288163367.3
Malta,MLT,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,250721821.6,264579879.8,295118249.3,345602025.4,376094108.5,474620439.6,527936988.8,625573345.5,793675169.9,1001300838.3,1250242107.9,1243469360.6,1234518125.0,1165771369.0,1101828568.8,1117835285.5,1435079200.3,1751247763.4,2019474244.2,2118574772.1,2547163582.3,2750041434.3,3021910216.7,2709178326.8,2998570146.5,3439931906.6,3570271557.9,3705372038.7,3923637971.0,4127313818.3,4306192435.8,4331870647.7,4689832689.8,5456583589.4,6062780269.1,6394851386.6,6757119558.4,7880509170.5,8977149553.2,8528202278.4,8741059602.6,9507645259.9,9209559295.9,10145114179.5,11234045376.1,10574026838.2,11279535398.2,12537750732.5
Myanmar,MMR,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,961836646936.1,986741893888.6,990068716945.2,979228646691.8,1001216892553.9,8905066163.6,6477790688.2,6777632512.1,10467109977.7,10567354056.4,11986972418.5,14502553709.8,20182477480.6,31862554101.9,36906181380.8,49540813342.5,59977326086.0,59937797559.3,60269734044.5,65446402659.2,59687373958.3,63225097051.3,69322122755.9
Middle East & North Africa (excluding high income),MNA,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,291541399331.2,298977280091.9,340941052118.9,395345201744.0,406065741476.3,412149531850.8,435882790040.7,451660439753.9,467355993191.6,453678358084.0,511780801926.4,592919911444.8,698419820703.9,811375431672.3,1002832284122.0,1235366170569.3,1195903054603.5,1383517141781.5,1568522347333.6,1728262060498.3,1623203517357.3,1597411125089.8,1435241663214.6,1444678670902.0,1431747940489.4
Montenegro,MNE,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,961836646936.1,986741893888.6,990068716945.2,979228646691.8,1001216892553.9,984297589.4,1159869245.9,1284685050.5,1707710053.1,2073234417.7,2257174480.8,2721904403.5,3680710375.0,4545674527.6,4159330369.5,4139192053.0,4538198498.7,4087724527.8,4464261816.3,4587926230.6,4052913385.8,4374130531.0,4774086094.2
Mongolia,MNG,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,2310099100.0,2552401933.3,2725736633.3,2098734600.0,2186505475.0,2896178866.7,3020611600.0,3204461566.7,3576966800.0,2560785660.0,2379018326.3,1317611863.8,768401634.2,925817092.2,1452165005.2,1345719472.4,1180934202.8,1124440249.0,1057408588.7,1136896123.6,1267997934.3,1396555720.0,1595297355.8,1992066808.1,2523471532.0,3414055566.1,4234999823.3,5623216448.9,4583850367.9,7189481824.1,10409797649.3,12292770631.2,12582122604.2,12226514722.1,11749620619.6,11183458130.8,11488046881.0
Northern Mariana Islands,MNP,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,449887486395.5,447456279701.1,444782888257.7,454551490167.8,462498950565.7,480732757497.7,560490298405.9,623300668094.2,688389295285.3,719785367495.0,757184995228.0,822148746505.7,857182476536.1,852502107783.0,895470721674.9,961836646936.1,986741893888.6,990068716945.2,979228646691.8,1001216892553.9,1008912870379.6,1006550390728.4,1284000000.0,1239000000.0,1210000000.0,1061000000.0,990000000.0,938000000.0,939000000.0,795000000.0,799000000.0,733000000.0,751000000.0,784000000.0,845000000.0,933000000.0,1242000000.0,2847927559896.7
Mozambique,MOZ,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,3526287037.0,3537099150.1,3612171957.7,3236430348.3,3376172169.8,4456240740.7,5247193069.3,2354117303.1,2093571673.7,2314159887.2,2512079324.1,3263761938.0,2291175764.7,2394823061.9,2460670287.7,2521738759.6,3523842274.9,4227273069.1,4873242526.1,5302532113.3,5016469068.5,4766928746.7,5031510908.9,5597367853.4,6831808930.4,7723846194.9,8312078525.1,9366742309.5,11494837053.4,10911698208.1,10154238250.2,13131168011.8,14534278446.3,16018848990.7,16961117243.5,14798399862.4,11014862241.7,12333859926.3
Mauritania,MRT,GDP (current US$),NY.GDP.MKTP.CD,92609222.7,107726181.2,111148585.6,113797356.8,151897168.1,172767213.3,180340653.8,191221777.8,210695183.8,199643444.6,209348253.6,227051055.0,265009395.1,333731874.4,414772351.9,475916514.7,524407931.9,540635389.6,544424605.1,644070364.9,709041452.2,747994681.9,750214410.7,788371855.9,726937320.8,683193885.0,802890746.9,909820553.4,957377507.5,981529400.5,1019600770.6,1443688870.0,1464392416.1,1249944999.4,1315932645.0,1415296704.1,1442598431.0,1401946853.2,1375115534.1,1405662878.9,1293654175.2,1295539448.4,1324426606.6,1563074859.5,1833444740.4,2184445123.2,3040716679.1,3356757064.5,3978425880.7,3670515288.0,4343665075.4,5179690135.8,5225533499.8,5724227185.2,5391475277.2,4844223107.0,4739298311.4,5024705934.3
Mauritius,MUS,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,706991274.4,827094668.0,1019630847.1,1216229419.3,1136543003.3,1147192916.7,1082939379.2,1094857357.6,1044928624.7,1080642033.3,1469046114.8,1888754655.2,2143484487.7,2191096860.3,2653480001.3,2856890680.6,3224267547.8,3263368410.0,3558137040.4,4040345933.3,4421943910.5,4187367601.7,4169664285.4,4291172815.6,4582555124.6,4536538210.7,4767303154.0,5609831328.1,6385695187.0,6283803256.0,7028803365.7,8150138757.2,9990370016.3,9128843109.2,10003670690.3,11518393367.2,11668685524.1,12129642296.4,12803445933.6,11692287066.4,12232463655.6,13338147523.0
Malawi,MWI,GDP (current US$),NY.GDP.MKTP.CD,162956740.9,174576508.5,183116337.7,190816183.7,194736105.3,229455410.9,260394792.1,269814968.2,245169806.8,265810632.4,290531621.3,365386929.8,406062874.3,444281703.9,548621017.6,613220652.9,670317634.2,806290840.6,949034016.8,1058269066.0,1237655461.2,1237685691.9,1180104216.0,1223186840.3,1208008985.4,1131347798.3,1183654827.8,1183094127.8,1379924257.2,1590215582.5,1880771556.3,2203545856.7,1799517081.6,2070636935.6,1181802596.0,1397457932.3,2281034131.4,2663234933.9,1750584265.3,1775921718.1,1743506531.3,1716502862.3,3495748397.6,3208837077.3,3476094498.9,3655909664.1,3997852636.2,4432192843.6,5320925102.3,6190991712.1,6959697194.0,8003300198.3,6028470988.5,5518901971.4,6054750320.3,6373201160.0,5433038646.5,6303277590.8
Malaysia,MYS,GDP (current US$),NY.GDP.MKTP.CD,1916241996.6,1901868548.3,2001502678.7,2510126747.7,2674441395.5,2956356984.2,3143538481.6,3188945511.6,3330393309.8,3664575983.3,3864170913.4,4244340333.5,5043268548.7,7662996766.7,9496074114.1,9298800799.5,11050125904.9,13139397879.2,16358376511.2,21213672089.2,24488033442.1,25004557093.9,26804401815.5,30346788437.5,33943505717.7,31200161095.4,27734562640.4,32181695507.2,35271880250.5,38848567631.4,44024178343.0,49142784405.0,59167157497.9,66894448545.1,74477975918.3,88704944178.6,100854996422.6,100005323301.9,72167753770.9,79148947368.4,93789736842.1,92783947368.4,100845263157.9,110202368421.1,124749736842.1,143534102611.5,162690965596.2,193547824063.3,230813597937.5,202257586267.6,255016609232.9,297951960784.3,314443149443.1,323277158907.0,338061963396.4,296434003328.6,296535930381.1,314500279043.8
North America,NAC,GDP (current US$),NY.GDP.MKTP.CD,584477920199.0,604157219440.4,647173002027.4,683353535761.5,734790505460.9,797723909391.1,875492805408.9,926623934246.8,1013409031841.7,1097952410241.7,1163966395224.4,1267253061477.5,1395767220992.0,1560140359214.1,1709546297648.3,1863102029787.6,2084548864401.6,2298010156934.6,2575679667449.8,2875732302185.4,3136972126345.0,3517909963657.0,3659283025119.1,3979574111781.9,4397051258071.6,4712529999482.8,4968766427344.0,5302830242049.4,5761398451214.3,6224250243275.2,6575110950908.5,6786006083611.2,7133366589284.9,7457709121892.4,7888761439501.6,8270122373385.4,8731442777972.1,9264273191726.3,9724112027406.8,10340031087640.9,11030552667252.6,11361884260892.6,11739401906646.5,12407237511367.9,13302608706074.6,14267952115864.7,15176717496461.2,15948507238205.8,16273823136997.2,15795698382986.4,16583580836811.1,17312124677047.8,17985081294447.6,18539718715830.2,19232659728993.0,19686255793552.8,20166305457752.0,21049975179140.2
Namibia,NAM,GDP (current US$),NY.GDP.MKTP.CD,70812513000.2,73534070005.6,78009484284.2,84536149968.6,92984338275.3,97382984893.9,104298061844.4,110816248179.5,116013831061.8,127773682667.1,134847202565.6,146829940251.3,169741381680.8,207915481088.4,239282887906.3,261347575658.3,280351132158.6,308988221945.3,363991767440.1,423984298569.3,2434884951.2,2259179124.9,2128089611.3,2308102953.1,1960567071.1,1615776820.6,1816754048.1,2310454960.7,2506554607.4,2547340984.5,2804379662.2,3012742078.0,3448326858.3,3218475900.5,3636645995.3,3942478205.7,3945340776.4,4102648719.6,3826527630.6,3818954448.0,3908661517.6,3546783708.1,3361251197.7,4931312147.2,6606858786.0,7261333794.6,7978734401.5,8740865600.2,8486721916.9,8876191120.8,11282192605.0,12409629835.7,13016272898.9,12717790504.5,12786078008.2,11769045772.0,11309232187.5,13244597345.4
